longitude,latitude,price
113.213714,23.116941,4300
113.213719,23.116934,6200
113.2137222,23.1169548,4500
113.2137222,23.1169548,4800
113.213742,23.11785,6000
113.2137909,23.39219093,3500
113.213869,23.182416,2300
113.213869,23.182416,3000
113.213869,23.182416,3000
113.213869,23.182416,3000
113.213869,23.182416,3000
113.213869,23.182416,3300
113.213869,23.182416,3300
113.213869,23.182416,3600
113.213869,23.182416,4500
113.213869,23.182416,5500
113.213869,23.182416,6500
113.2138977,23.18097305,2800
113.213997,23.163548,2800
113.213997,23.163548,3000
113.213997,23.163548,3000
113.214074,23.182507,3800
113.214074,23.182507,6000
113.214166,23.404584,2500
113.214317,23.116883,4500
113.214371,23.117215,1160
113.214371,23.117215,1430
113.214427,23.145474,3800
113.214433,23.384944,1600
113.214532,23.161405,3500
113.214532,23.161405,3800
113.214537,23.118166,4500
113.214573,23.117298,1090
113.214573,23.117298,1090
113.214573,23.117298,1160
113.214573,23.117298,1430
113.214573,23.117298,1430
113.214573,23.117298,1630
113.214573,23.117298,1630
113.214573,23.117298,1630
113.214573,23.117298,1690
113.214573,23.117298,1690
113.214573,23.117298,4000
113.214591,23.182046,6000
113.214773,23.162626,2600
113.214773,23.162626,2700
113.2149582,23.17683029,2800
113.21496,23.176831,2500
113.21496,23.176831,3600
113.21501,23.156698,2500
113.215392,23.144897,5000
113.215392,23.144897,7500
113.215594,23.163231,3300
113.216164,23.176458,3800
113.216164,23.176458,4200
113.216337,23.178833,3200
113.216337,23.178833,3600
113.2163544,23.27654839,1100
113.2163925,23.1583252,2800
113.2163925,23.1583252,3100
113.216875,23.152193,3000
113.216875,23.152193,3800
113.216875,23.152193,7000
113.216875,23.152193,7000
113.216875,23.152193,7800
113.216875,23.152193,8000
113.216875,23.152193,8300
113.216875,23.152193,10000
113.216875,23.152193,12000
113.216875,23.152193,13000
113.217031,23.164078,2800
113.217031,23.164078,3200
113.21707,23.160609,1090
113.21707,23.160609,1130
113.21707,23.160609,1560
113.21707,23.160609,4000
113.21707,23.160609,4100
113.21711,23.172436,3700
113.217434,23.172723,3300
113.217434,23.172723,4200
113.217445,23.164149,2800
113.217833,23.123969,8200
113.218006,23.164628,4300
113.218124,23.38765,800
113.218219,23.161565,3600
113.218287,23.172665,4200
113.218655,23.154734,3799
113.218826,23.085992,3800
113.218976,23.083815,2800
113.218976,23.083815,3000
113.219026,23.175579,3800
113.219026,23.175579,3900
113.2190552,23.11953926,3000
113.219202,23.119326,4800
113.2192078,23.16477394,3500
113.2192078,23.16477394,4500
113.219244,23.112761,2300
113.219248,23.119555,1090
113.219248,23.119555,1360
113.219248,23.119555,1390
113.219248,23.119555,1560
113.219248,23.119555,1590
113.219248,23.119555,1630
113.219248,23.119555,1630
113.219248,23.119555,1660
113.219248,23.119555,1760
113.219248,23.119555,1760
113.219248,23.119555,1760
113.219248,23.119555,1860
113.219248,23.119555,2030
113.219248,23.119555,2060
113.219248,23.119555,2160
113.219248,23.119555,2260
113.219248,23.119555,4000
113.219248,23.119555,4300
113.219248,23.119555,4300
113.219248,23.119555,4500
113.219248,23.119555,4600
113.219248,23.119555,4800
113.219248,23.119555,5100
113.219263,23.115472,800
113.219316,23.116843,1000
113.21933,23.116765,2500
113.219614,23.160986,5400
113.219954,23.118939,2400
113.219967,23.121688,4000
113.220003,23.117979,1600
113.220003,23.117979,1600
113.220003,23.117979,2000
113.2203369,23.13085365,4600
113.220686,23.12179,4500
113.220686,23.12179,4600
113.220686,23.12179,4800
113.220732,23.114335,2200
113.220732,23.114335,2300
113.220732,23.114335,3300
113.220789,23.116317,3200
113.220898,23.116134,3200
113.221,23.120025,1390
113.221,23.120025,2160
113.22108,23.119829,1560
113.22108,23.119829,1760
113.22108,23.119829,6000
113.221082,23.118181,3800
113.221246,23.117891,1500
113.221246,23.117891,2000
113.221246,23.117891,2500
113.221246,23.117891,2800
113.221292,23.118282,3000
113.221292,23.118282,3800
113.221296,23.120861,4300
113.221556,23.11657,3500
113.2216415,23.11440277,2100
113.22171,23.108673,1400
113.221715,23.114759,1600
113.221715,23.114759,1800
113.221715,23.114759,2000
113.221715,23.114759,6800
113.221988,23.117493,1130
113.221988,23.117493,1390
113.221988,23.117493,1430
113.221988,23.117493,2030
113.221993,23.10996,2000
113.22202,23.110132,2000
113.2220383,23.10993004,1200
113.22206,23.117408,1130
113.22206,23.117408,1390
113.22211,23.116126,1400
113.222142,23.117348,3600
113.222199,23.111684,1500
113.222199,23.111684,2200
113.222199,23.111684,2500
113.2222907,23.17251053,3000
113.2222907,23.17251053,3200
113.22235,23.117339,3800
113.222423,23.116906,3500
113.222644,23.11289,2800
113.222738,23.11533,2200
113.222877,23.139362,1230
113.222877,23.139362,1490
113.222877,23.139362,1690
113.222877,23.139362,1690
113.223066,23.084485,5000
113.2234879,23.37738609,2300
113.2237,23.115154,2000
113.223722,23.083762,3500
113.223778,23.084194,4200
113.2239532,23.11572075,2600
113.223969,23.115764,2600
113.224027,23.08392,5000
113.224129,23.111424,4000
113.224209,23.111761,1800
113.224209,23.111761,2100
113.224209,23.111761,2200
113.224209,23.111761,2300
113.22444,23.113508,4000
113.22453,23.084061,5000
113.224683,23.11923,1200
113.225463,23.403235,2200
113.226174,23.118095,1200
113.227297,23.208383,3000
113.227639,23.112387,1500
113.227854,23.112304,1500
113.227854,23.112304,2400
113.228088,23.111398,1500
113.228357,23.077627,1600
113.228357,23.077627,3100
113.228397,23.111937,2000
113.228397,23.111937,2000
113.228397,23.111937,2300
113.228458,23.077846,2000
113.228505,23.162543,2800
113.228847,23.111329,2500
113.228973,23.111055,2000
113.228973,23.111055,2500
113.229354,23.156246,1800
113.229377,23.134998,2600
113.2293777,23.41337204,6500
113.229386,23.135322,1300
113.229393,23.1251297,4300
113.229395,23.219461,1000
113.229395,23.219461,1000
113.22942,23.112493,3500
113.229476,23.166357,2380
113.229476,23.166357,2500
113.229723,23.112689,2500
113.229732,23.134479,3500
113.229749,23.08446,5300
113.229799,23.112387,3500
113.229799,23.112387,3600
113.229844,23.112889,1800
113.229875,23.110741,1800
113.229875,23.110741,2300
113.229961,23.082901,1160
113.229961,23.082901,1530
113.230046,23.138654,990
113.230046,23.138654,1390
113.230046,23.138654,1590
113.230046,23.138654,4000
113.230079,23.124523,4500
113.230265,23.089845,1600
113.230284,23.113355,2200
113.230329,23.136449,3300
113.230347,23.135364,2100
113.230374,23.135438,2200
113.230376,23.124174,4000
113.230376,23.124174,4000
113.230376,23.124174,4200
113.230376,23.124174,4500
113.230376,23.124174,4500
113.230376,23.124174,4500
113.230376,23.124174,4600
113.230376,23.124174,4700
113.230376,23.124174,4700
113.230376,23.124174,5000
113.230392,23.13759,4500
113.230401,23.136798,1690
113.230401,23.136798,1690
113.230401,23.136798,1690
113.230401,23.136798,1690
113.230401,23.136798,1760
113.230401,23.136798,1890
113.230401,23.136798,1890
113.230401,23.136798,1890
113.230401,23.136798,1890
113.230401,23.136798,3300
113.230401,23.136798,3800
113.230401,23.136798,4100
113.230401,23.136798,4500
113.230401,23.136798,5500
113.230446,23.137935,3400
113.230455,23.138633,4500
113.230455,23.138633,4500
113.230566,23.090393,2500
113.230584,23.090534,2500
113.230677,23.123779,4200
113.230679,23.090368,1600
113.230679,23.090368,1700
113.230679,23.090368,1800
113.230679,23.090368,2000
113.230679,23.090368,2300
113.230679,23.090368,2500
113.230679,23.090368,2600
113.230685,23.40148,2800
113.230765,23.136981,930
113.230765,23.136981,990
113.230765,23.136981,990
113.230765,23.136981,990
113.230765,23.136981,1030
113.230765,23.136981,1090
113.230765,23.136981,1300
113.230765,23.136981,1390
113.230765,23.136981,1390
113.230765,23.136981,1590
113.230765,23.136981,1590
113.230765,23.136981,1590
113.230765,23.136981,1600
113.230765,23.136981,1630
113.230765,23.136981,1800
113.230765,23.136981,1900
113.230765,23.136981,2000
113.230765,23.136981,2000
113.230765,23.136981,2000
113.230765,23.136981,2100
113.230765,23.136981,2200
113.230765,23.136981,2200
113.230765,23.136981,2950
113.230765,23.136981,3200
113.230765,23.136981,3200
113.230765,23.136981,3500
113.230765,23.136981,3600
113.230765,23.136981,3800
113.230765,23.136981,4000
113.230765,23.136981,4000
113.230765,23.136981,4000
113.230765,23.136981,4500
113.230765,23.136981,4500
113.230765,23.136981,4500
113.230765,23.136981,6500
113.230913,23.135937,4000
113.230957,23.09236,2600
113.23108,23.083579,3500
113.231083,23.090198,1700
113.231147,23.081854,1530
113.231629,23.390994,2600
113.231669,23.20996,3000
113.231708,23.137304,1390
113.231782,23.089037,3000
113.231982,23.094029,2300
113.232156,23.09036,1900
113.232186,23.094081,3200
113.232201,23.083506,2800
113.232201,23.083506,3000
113.232201,23.083506,3200
113.232201,23.083506,3500
113.232244,23.148291,3500
113.2322936,23.37312102,300
113.2322998,23.09865379,3300
113.232332,23.10723,2200
113.232332,23.10723,2300
113.232391,23.090281,2400
113.232444,23.10866,4500
113.232473,23.108365,3000
113.232473,23.108365,4300
113.2324753,23.09031296,2500
113.232524,23.088301,3200
113.232548,23.108464,2500
113.232663,23.403555,2200
113.23292,23.11791,4000
113.2331125,23.21876447,1300
113.233114,23.107397,1800
113.2332077,23.09459496,3200
113.233298,23.15171,1700
113.233311,23.090619,2400
113.23346,23.147673,2800
113.23346,23.147673,3000
113.23346,23.147673,3200
113.23346,23.147673,3300
113.23346,23.147673,3500
113.23346,23.147673,4300
113.23346,23.147673,6000
113.233583,23.149463,6000
113.233754,23.14928,3200
113.233949,23.064917,3800
113.233987,23.148985,3300
113.234338,23.151003,1800
113.2344131,23.08866501,3400
113.234434,23.101562,4200
113.234443,23.064224,3800
113.234679,23.063374,1680
113.234679,23.063374,1080
113.23479,23.10763,2000
113.234868,23.218897,1000
113.2348785,23.1017437,3800
113.234915,23.130577,1590
113.234957,23.141447,1590
113.234957,23.141447,4000
113.235041,23.09698,1900
113.235082,23.14268,1490
113.2351,23.142518,6500
113.235355,23.338922,2300
113.235382,23.130411,4000
113.235413,23.130243,1390
113.235413,23.130243,1460
113.235413,23.130243,1560
113.235413,23.130243,1590
113.235413,23.130243,1660
113.235413,23.130243,1660
113.235413,23.130243,1890
113.235413,23.130243,1890
113.235413,23.130243,1960
113.235413,23.130243,2260
113.235413,23.130243,2360
113.235413,23.130243,4500
113.235491,23.141247,4000
113.235571,23.098081,2000
113.235571,23.098081,2300
113.235571,23.098081,2400
113.235576,23.127919,4000
113.235584,23.06599,2800
113.235592,23.097212,1500
113.235622,23.147103,3000
113.235714,23.141347,1490
113.235714,23.141347,1560
113.235714,23.141347,1630
113.235714,23.141347,1630
113.235714,23.141347,1690
113.235714,23.141347,1860
113.235714,23.141347,1860
113.235714,23.141347,3200
113.235714,23.141347,3500
113.235714,23.141347,3800
113.235714,23.141347,3800
113.235714,23.141347,4000
113.235714,23.141347,4000
113.235714,23.141347,4200
113.235714,23.141347,4500
113.235739,23.410606,3100
113.235739,23.410606,3300
113.235846,23.087531,2200
113.235865,23.339473,2000
113.235927,23.141326,3300
113.235962,23.141867,4500
113.236021,23.088665,2200
113.236057,23.09914,2300
113.236121,23.149418,1800
113.236181,23.09602,4200
113.236269,23.407613,4300
113.236295,23.140043,4800
113.236307,23.098461,2700
113.236422,23.412526,2600
113.236422,23.412526,3000
113.236422,23.412526,3500
113.236422,23.412526,7500
113.236464,23.409025,3000
113.2365189,23.09897995,2900
113.236601,23.141226,1630
113.236602,23.103953,2400
113.236649,23.087135,3600
113.236666,23.150744,2000
113.236779,23.104147,2500
113.236779,23.104147,2800
113.236801,23.136189,1800
113.237008,23.156251,3000
113.237237,23.156467,4300
113.23724,23.404183,2300
113.23724,23.404183,2400
113.23724,23.404183,2700
113.23724,23.404183,2800
113.23724,23.404183,2800
113.23724,23.404183,3200
113.237241,23.404189,2500
113.237241,23.404189,2800
113.237241,23.404189,3200
113.237241,23.404189,3200
113.237241,23.404189,3500
113.237241,23.404189,3500
113.2373,23.090229,4200
113.237335,23.102673,2000
113.237345,23.085851,4900
113.2373505,23.09052467,3000
113.237367,23.097869,2000
113.237367,23.097869,2300
113.237367,23.097869,2800
113.237372,23.086462,1630
113.237372,23.086462,1790
113.237383,23.134729,1500
113.237383,23.134729,1500
113.237399,23.090368,3600
113.23752,23.13118,3600
113.237603,23.100695,1800
113.237603,23.100695,3500
113.237692,23.131557,1800
113.237763,23.086038,4200
113.237776,23.100669,700
113.237776,23.100669,1750
113.237776,23.100669,2300
113.237776,23.100669,3200
113.237776,23.100669,4500
113.237829,23.090233,2800
113.237842,23.402574,3800
113.237929,23.100404,2800
113.23821,23.084655,2600
113.23821,23.084655,3000
113.2382889,23.09479713,4000
113.238294,23.407416,2200
113.238294,23.407416,2500
113.238294,23.407416,2500
113.238294,23.407416,3500
113.2383118,23.08456802,3100
113.2383579,23.43502896,650
113.2383579,23.43502896,650
113.238556,23.405493,1600
113.238556,23.405493,2500
113.238573,23.410455,3300
113.238656,23.10721,1830
113.238656,23.10721,2360
113.238656,23.10721,4500
113.2387238,23.08636856,3600
113.23873,23.167512,4500
113.238737,23.08704,2500
113.238737,23.08704,3100
113.23877,23.077254,4000
113.238779,23.077453,4800
113.238784,23.106554,4100
113.238784,23.106554,4800
113.238784,23.106554,5200
113.238814,23.40788,3800
113.238873,23.07733,3500
113.238989,23.077581,4000
113.238989,23.077581,4000
113.238989,23.077581,4500
113.238989,23.077581,4800
113.238989,23.077581,5000
113.239029,23.095791,2800
113.239029,23.095791,2900
113.239086,23.154488,3900
113.2390976,23.15423393,4200
113.2390976,23.15423393,4700
113.2390976,23.15423393,4800
113.2390976,23.15423393,5200
113.239111,23.107875,4500
113.239121,23.076244,4500
113.239131,23.400477,3500
113.2391434,23.07729912,3800
113.2391482,23.07730023,3200
113.239258,23.398901,2100
113.239258,23.398901,2600
113.239302,23.101136,2000
113.239368,23.069702,3500
113.239368,23.069702,3500
113.239368,23.069702,3500
113.239368,23.069702,3600
113.239368,23.069702,3600
113.239368,23.069702,3800
113.239368,23.069702,4500
113.239453,23.402498,988
113.239453,23.402498,988
113.239453,23.402498,988
113.239453,23.402498,1299
113.239487,23.131212,2500
113.239487,23.131212,3000
113.239488,23.098524,6500
113.239554,23.074058,3600
113.2395546,23.40573602,3500
113.2396545,23.10479355,650
113.239705,23.154702,3300
113.239705,23.154702,3800
113.239705,23.154702,4500
113.239705,23.154702,4580
113.239705,23.154702,4680
113.239705,23.154702,4750
113.239705,23.154702,4900
113.239705,23.154702,4980
113.239705,23.154702,5080
113.239705,23.154702,5080
113.239705,23.154702,5300
113.239705,23.154702,5800
113.239724,23.074365,3800
113.239748,23.095773,2800
113.239757,23.154556,3200
113.239757,23.154556,3600
113.239757,23.154556,4000
113.239757,23.154556,4500
113.239794,23.074417,3800
113.240148,23.181227,1800
113.240291,23.181136,1800
113.240405,23.398544,2600
113.240405,23.398544,2600
113.24041,23.160598,1200
113.24041,23.160598,1200
113.240429,23.172672,3000
113.24045,23.077834,3500
113.241093,23.118033,4300
113.241167,23.100251,4500
113.241324,23.145712,2600
113.241327,23.0985,3500
113.241634,23.178707,1300
113.241781,23.179162,2200
113.2418,23.078209,2500
113.2418,23.078209,2700
113.2418,23.078209,3500
113.241863,23.075316,2800
113.242092,23.15412,4500
113.242104,23.179116,1500
113.242136,23.407709,2800
113.24221,23.396426,3800
113.24221,23.396426,4000
113.24225,23.122342,2500
113.242402,23.161405,4500
113.242494,23.102896,4500
113.242502,23.407052,3000
113.242502,23.407052,3000
113.242502,23.407052,3500
113.2425987,23.39543347,4000
113.2425987,23.39543347,4300
113.242604,23.115295,2090
113.242604,23.115295,2290
113.242604,23.115295,2490
113.242604,23.115295,2990
113.242762,23.132686,3200
113.242802,23.075765,1500
113.242802,23.075765,2000
113.243002,23.391762,2600
113.243002,23.391762,2700
113.243008,23.114918,2290
113.243008,23.114918,7000
113.243013,23.392309,4000
113.243044,23.392008,800
113.243044,23.392008,2300
113.243089,23.12572,2000
113.243089,23.12572,2700
113.243115,23.130658,1760
113.243126,23.119899,2500
113.243297,23.135621,2600
113.243371,23.129935,6700
113.243403,23.130695,1760
113.243403,23.130695,1860
113.243403,23.130695,4200
113.243403,23.130695,4800
113.243403,23.130695,4800
113.243403,23.130695,5800
113.24344,23.119109,3300
113.243449,23.073946,1130
113.243449,23.073946,1130
113.243449,23.073946,1160
113.243449,23.073946,1160
113.243449,23.073946,1290
113.243449,23.073946,1460
113.243449,23.073946,1560
113.243449,23.073946,1660
113.243449,23.073946,1760
113.243449,23.073946,1790
113.243449,23.073946,1990
113.243449,23.073946,4500
113.243449,23.073946,6800
113.243533,23.414648,1600
113.243533,23.414648,1600
113.243579,23.07437,1130
113.243579,23.07437,1160
113.243579,23.07437,1460
113.243579,23.07437,1560
113.243579,23.07437,5000
113.243808,23.122225,3800
113.243826,23.074108,6600
113.24384,23.176161,1900
113.243866,23.134551,2500
113.243866,23.134551,2600
113.24388,23.122117,3500
113.2439728,23.10076141,1700
113.2439728,23.10076141,2800
113.244021,23.08905,5200
113.244072,23.41447258,1800
113.244127,23.088796,4000
113.244127,23.088796,4000
113.244132,23.176199,1800
113.24427,23.130953,4800
113.24427,23.130953,5800
113.244304,23.134546,3500
113.244311,23.163794,2800
113.244331,23.132397,2650
113.244331,23.132397,2650
113.244331,23.132397,2750
113.244331,23.132397,2650
113.244331,23.132397,2750
113.244331,23.132397,2650
113.244331,23.132397,2700
113.244331,23.132397,2950
113.244331,23.132397,3000
113.244347,23.219077,700
113.244347,23.219077,900
113.244347,23.219077,990
113.244347,23.219077,1100
113.244347,23.219077,1230
113.244347,23.219077,1230
113.244347,23.219077,1870
113.244347,23.219077,2300
113.244347,23.219077,2300
113.244347,23.219077,2340
113.244347,23.219077,2520
113.244347,23.219077,2600
113.244347,23.219077,2620
113.244347,23.219077,2630
113.244347,23.219077,2640
113.244347,23.219077,2660
113.244347,23.219077,2660
113.244347,23.219077,2710
113.244347,23.219077,2710
113.244347,23.219077,2720
113.244347,23.219077,2740
113.24439,23.074092,3800
113.24439,23.074092,4300
113.24439,23.074092,5200
113.2443924,23.16589355,1500
113.2444,23.4128,1700
113.2444,23.4128,3000
113.244476,23.132381,2650
113.244476,23.132381,2650
113.244476,23.132381,2700
113.244476,23.132381,2750
113.244476,23.132381,2800
113.244476,23.132381,2850
113.244476,23.132381,2870
113.244476,23.132381,2880
113.244476,23.132381,2880
113.244476,23.132381,2900
113.244476,23.132381,2900
113.244476,23.132381,3200
113.244476,23.132381,3200
113.244476,23.132381,2650
113.244476,23.132381,2650
113.2445221,23.10033226,3000
113.244551,23.405071,988
113.2445602,23.08909416,3650
113.244577,23.150781,3000
113.244588,22.95896,2500
113.244593,23.157065,6000
113.244599,23.120098,3000
113.24463,23.116708,2200
113.244761,23.133748,3300
113.244769,23.127216,2500
113.244779,23.123169,2200
113.244787,23.177475,2200
113.2448273,23.12808609,3800
113.244833,23.128096,2800
113.244834,23.147117,1500
113.244834,23.147117,4300
113.244834,23.147117,4600
113.244834,23.147117,4700
113.244834,23.147117,4900
113.244834,23.147117,4900
