longitude,latitude,weight
113.243244,23.105028,10
113.36179,23.145172,10
113.304445,23.076364,10
113.240442,23.123493,10
113.297012,23.132753,10
113.271785,23.209698,10
113.302743,23.134518,10
113.292781,23.137669,10
113.295169,23.152874,10
113.268558,23.091318,10
113.294789,23.130177,10
113.330366,23.188447,10
113.271157,23.162681,10
113.308332,23.135467,10
113.322116,23.157399,10
113.292669,23.086479,10
113.312199,23.101493,10
113.229656,23.083839,10
113.257357,23.184238,10
113.299133,23.132026,10
113.268131,23.111702,10
113.289542,23.137645,10
113.29126,23.149848,10
113.29593,23.130158,10
113.343898,23.17395,10
113.269507,23.094113,10
113.26324,23.148828,10
113.322121,23.157338,10
113.32393,23.123411,10
113.286006,23.076709,10
113.313835,23.08945,10
113.32506,23.13497,10
113.284372,23.147609,10
113.24561,23.105296,10
113.209901,23.159277,10
113.349591,23.128116,10
113.2457,23.105456,10
113.29351,23.132113,10
113.327048,23.093546,10
113.280875,23.048706,10
113.301232,23.133238,10
113.28432,23.147757,10
113.314996,23.143133,10
113.30724,23.140893,10
113.271135,23.094063,10
113.316631,23.132533,10
113.29462,23.129437,10
113.24097,23.078976,10
113.357336,23.159901,10
113.517967,23.182186,10
113.255123,23.112468,10
113.265295,23.157148,10
113.249858,23.08069,10
113.328714,23.154918,10
113.304382,23.050158,10
113.331591,23.205931,10
113.271537,23.161089,10
113.250261,23.115596,10
113.230224,23.08757,10
113.261351,23.068409,10
113.357181,23.132867,10
113.226636,23.057384,10
113.323491,23.072311,10
113.213175,23.166797,10
113.337435,23.167601,10
113.364215,23.174795,10
113.325254,23.128688,10
113.286456,23.076344,10
113.343005,23.094462,10
113.279009,23.126002,10
113.32475,23.142094,10
113.302025,23.133474,10
113.283583,23.101854,10
113.272557,23.091478,10
113.240853,23.124199,10
